ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
0,T_18,1001,44,-143,-3,19447,-868007.3159,Left2,180,1.209020587,-1.831023,54.70818157,37778.74964,High,8/6/2024 11:25:08,415,0,1,One
0,T_19,922,111,-224,10,19447,-868007.3159,Left2,-1,0.604510294,0.182716348,109.114108,12884.49003,High,8/6/2024 11:25:08,415,0,1,One
0,T_20,1029,165,-119,10,19447,-868007.3159,Left2,180,10.6863332,3.22999921,54.70818157,73577.55121,High,8/6/2024 11:25:08,415,0,1,One
0,T_21,1415,204,269,-1,19447,-868007.3159,Right2,-1,1.08979643,0.32939658,27.50521836,67200.93384,High,8/6/2024 11:25:08,415,0,1,One
0,T_22,1252,264,110,5,19447,-868007.3159,Right2,180,0.90676544,0.274074521,54.70818157,23515.4406,High,8/6/2024 11:25:08,415,0,1,One
0,T_23,1164,319,24,10,19447,-868007.3159,Right2,360,14.41031329,4.355591358,109.114108,44582.73999,High,8/6/2024 11:25:08,415,0,1,One
0,T_24,956,427,-184,12,19447,-868007.3159,Left2,-1,7.354185126,-2.170071086,27.50521836,79031.03216,High,8/6/2024 11:25:08,415,0,1,One
0,T_25,1113,475,-35,8,19447,-868007.3159,Left2,-1,0.302255147,-2.105097521,54.70818157,28896.66925,High,8/6/2024 11:25:08,415,0,1,One
0,T_26,966,526,-186,5,19447,-868007.3159,Left2,225,0.427453328,0.129199968,68.30966318,17702.33491,High,8/6/2024 11:25:08,415,0,1,One
0,T_27,1344,581,196,6,19447,-868007.3159,Right2,270,0.302255147,-3.01489926,81.91114479,28551.50898,High,8/6/2024 11:25:08,415,0,1,One
0,T_28,1322,628,178,5,19447,-868007.3159,Right2,-1,0.302255147,0.091358174,109.114108,38095.66022,High,8/6/2024 11:25:08,415,0,1,One
0,T_29,1113,686,-33,13,19447,-868007.3159,Left2,360,0,0,109.114108,43541.83914,High,8/6/2024 11:25:08,415,0,1,One
0,T_30,1024,779,-120,-6,19447,-868007.3159,Left2,-1,38.65322204,2.626916468,54.70818157,108659.7564,High,8/6/2024 11:25:08,415,0,1,One
0,T_31,1057,839,-89,4,19447,-868007.3159,Left2,270,0.302255147,0.091358174,81.91114479,62161.89535,High,8/6/2024 11:25:08,415,0,1,One
0,T_32,1067,877,-75,-4,19447,-868007.3159,Left2,-1,59.84651907,13.17749416,109.114108,111790.4964,High,8/6/2024 11:25:08,415,0,1,One
0,T_33,873,927,-277,-2,19447,-868007.3159,Left2,-1,6.082767493,-0.357907914,54.70818157,62544.31496,High,8/6/2024 11:25:08,415,0,1,One
0,T_34,1289,995,143,12,19447,-868007.3159,Right2,-1,0,0,109.114108,33525.65788,High,8/6/2024 11:25:08,415,0,1,One
0,T_35,1045,1037,-97,-2,19447,-868007.3159,Left2,116.5650512,0.675863055,0.204283087,35.5346418,33696.1832,High,8/6/2024 11:25:08,415,0,1,One
0,T_0,536,46,224,1,19448,-867867.9998,Right1,360,0,0,2591.229585,47902.69313,High,8/6/2024 11:25:08,554,0,1,One
0,T_1,431,103,115,4,19448,-867867.9998,Right1,360,0,0,2591.229585,26921.31405,High,8/6/2024 11:25:08,554,0,1,One
0,T_2,371,151,55,6,19448,-867867.9998,Right1,-1,0,-2.169563653,1299.203753,14889.6967,High,8/6/2024 11:25:08,554,0,1,One
0,T_3,252,202,-64,1,19448,-867867.9998,Left1,-1,7.177921288,51.52255402,2591.229585,17265.29146,High,8/6/2024 11:25:08,554,0,1,One
0,T_4,339,248,23,-9,19448,-867867.9998,Right1,360,0,0,2591.229585,15163.7781,High,8/6/2024 11:25:08,554,0,1,One
0,T_5,537,302,233,-7,19448,-867867.9998,Right1,-1,0,0,2591.229585,40238.85434,High,8/6/2024 11:25:08,554,0,1,One
0,T_6,206,424,-104,7,19448,-867867.9998,Left1,-1,22.69858014,-216.9681072,2591.229585,89069.82351,High,8/6/2024 11:25:08,554,0,1,One
0,T_7,184,470,-124,1,19448,-867867.9998,Left1,-1,43.66159066,15.97135362,2591.229585,93040.25812,High,8/6/2024 11:25:08,554,0,1,One
0,T_8,45,521,-267,0,19448,-867867.9998,Left1,90,7.177921288,31.05493146,653.1908372,40362.72265,High,8/6/2024 11:25:08,554,0,1,One
0,T_9,120,568,-190,-3,19448,-867867.9998,Left1,71.56505118,22.69858014,155.1061486,520.8662256,57017.92726,High,8/6/2024 11:25:08,554,0,1,One
0,T_10,278,625,-36,4,19448,-867867.9998,Left1,-1,0,0,2591.229585,64723.50336,High,8/6/2024 11:25:08,554,0,1,One
0,T_11,35,675,-281,0,19448,-867867.9998,Left1,-1,14.35584258,83.04271949,1299.203753,75692.44811,High,8/6/2024 11:25:08,554,0,1,One
0,T_12,292,781,-22,0,19448,-867867.9998,Left1,360,0,-204.042819,2591.229585,101957.8665,High,8/6/2024 11:25:08,554,0,1,One
0,T_13,164,840,-152,11,19448,-867867.9998,Left1,90,7.177921288,51.52255402,653.1908372,26824.77086,High,8/6/2024 11:25:08,554,0,1,One
0,T_14,465,877,147,-4,19448,-867867.9998,Right1,180,50.75556818,119.1491809,1299.203753,103294.0002,High,8/6/2024 11:25:08,554,0,1,One
0,T_15,441,938,131,5,19448,-867867.9998,Right1,-1,7.177921288,-50.47001551,2591.229585,64321.69151,High,8/6/2024 11:25:08,554,0,1,One
0,T_16,178,988,-134,7,19448,-867867.9998,Left1,180,7.177921288,49.35299037,1299.203753,68495.95387,High,8/6/2024 11:25:08,555,0,1,One
0,T_17,522,1043,208,14,19448,-867867.9998,Right1,360,0,-2.169563653,2591.229585,44673.7121,High,8/6/2024 11:25:08,555,0,1,One
0,T_18,1001,44,-143,-3,19448,-867867.9998,Left2,-1,0,-8.678254611,1299.203753,37778.74964,High,8/6/2024 11:25:08,555,0,1,One
0,T_19,922,111,-224,10,19448,-867867.9998,Left2,360,0,-4.339127306,2591.229585,12884.49003,High,8/6/2024 11:25:08,555,0,1,One
0,T_20,1024,165,-124,10,19448,-867867.9998,Left2,-1,35.88960644,180.9071116,1299.203753,73582.55121,High,8/6/2024 11:25:08,555,0,1,One
0,T_21,1413,204,267,-1,19448,-867867.9998,Right2,180,14.35584258,95.22263505,1299.203753,67202.93384,High,8/6/2024 11:25:08,555,0,1,One
0,T_22,1252,264,110,5,19448,-867867.9998,Right2,-1,0,-6.508690958,1299.203753,23515.4406,High,8/6/2024 11:25:08,555,0,1,One
0,T_23,1171,319,31,10,19448,-867867.9998,Right2,-1,50.24544902,257.2217836,2591.229585,44589.73999,High,8/6/2024 11:25:08,555,0,1,One
0,T_24,954,427,-186,12,19448,-867867.9998,Left2,180,14.35584258,50.25734607,1299.203753,79033.03216,High,8/6/2024 11:25:08,555,0,1,One
0,T_25,1113,475,-35,8,19448,-867867.9998,Left2,360,0,-2.169563653,2591.229585,28896.66925,High,8/6/2024 11:25:08,555,0,1,One
0,T_26,967,527,-185,6,19448,-867867.9998,Left2,-1,10.15111364,69.79566832,1622.210211,17703.74912,High,8/6/2024 11:25:08,555,0,1,One
0,T_27,1345,581,197,6,19448,-867867.9998,Right2,-1,7.177921288,49.35299037,1945.216669,28552.50898,High,8/6/2024 11:25:08,555,0,1,One
0,T_28,1322,628,178,5,19448,-867867.9998,Right2,360,0,-2.169563653,2591.229585,38095.66022,High,8/6/2024 11:25:08,555,0,1,One
0,T_29,1113,686,-33,13,19448,-867867.9998,Left2,-1,0,0,2591.229585,43541.83914,High,8/6/2024 11:25:08,555,0,1,One
0,T_30,1017,781,-127,-4,19448,-867867.9998,Left2,180,52.25605576,97.64006973,1299.203753,108667.0365,High,8/6/2024 11:25:08,555,0,1,One
0,T_31,1057,839,-89,4,19448,-867867.9998,Left2,-1,0,-2.169563653,1945.216669,62161.89535,High,8/6/2024 11:25:08,555,0,1,One
0,T_32,1068,876,-74,-5,19448,-867867.9998,Left2,315,10.15111364,-356.7097086,2268.223127,111791.9107,High,8/6/2024 11:25:08,555,0,1,One
0,T_33,875,927,-275,-2,19448,-867867.9998,Left2,360,14.35584258,59.38348176,2591.229585,62546.31496,High,8/6/2024 11:25:08,555,0,1,One
0,T_34,1289,995,143,12,19448,-867867.9998,Right2,360,0,0,2591.229585,33525.65788,High,8/6/2024 11:25:08,555,0,1,One
0,T_35,1046,1037,-96,-2,19448,-867867.9998,Left2,-1,7.177921288,46.67126221,843.8726836,33697.1832,High,8/6/2024 11:25:08,555,0,1,One
0,T_0,536,46,224,1,19449,-867728.0909,Right1,-1,0,0,2580.250434,47902.69313,High,8/6/2024 11:25:08,696,2,1,One
0,T_1,431,103,115,4,19449,-867728.0909,Right1,-1,0,0,2580.250434,26921.31405,High,8/6/2024 11:25:08,696,2,1,One
0,T_2,371,151,55,6,19449,-867728.0909,Right1,360,0,0,2580.250434,14889.6967,High,8/6/2024 11:25:08,696,2,1,One
0,T_3,253,202,-63,1,19449,-867728.0909,Left1,360,7.147508129,-0.217378307,2580.250434,17266.29146,High,8/6/2024 11:25:08,696,2,1,One
0,T_4,339,248,23,-9,19449,-867728.0909,Right1,-1,0,0,2580.250434,15163.7781,High,8/6/2024 11:25:08,696,2,1,One
0,T_5,537,302,233,-7,19449,-867728.0909,Right1,360,0,0,2580.250434,40238.85434,High,8/6/2024 11:25:08,696,2,1,One
0,T_6,210,425,-100,8,19449,-867728.0909,Left1,360,29.46993097,48.39828515,2580.250434,89073.94662,High,8/6/2024 11:25:08,696,2,1,One
0,T_7,191,468,-117,-1,19449,-867728.0909,Left1,360,52.03464461,59.84647118,2580.250434,93047.53823,High,8/6/2024 11:25:08,696,2,1,One
0,T_8,46,521,-266,0,19449,-867728.0909,Left1,-1,7.147508129,-0.217378307,650.4232397,40363.72265,High,8/6/2024 11:25:08,696,2,1,One
0,T_9,123,571,-187,0,19449,-867728.0909,Left1,-1,30.3243088,54.50495759,518.6592931,57022.1699,High,8/6/2024 11:25:08,696,2,1,One
0,T_10,278,625,-36,4,19449,-867728.0909,Left1,360,0,0,2580.250434,64723.50336,High,8/6/2024 11:25:08,696,2,1,One
0,T_11,36,676,-280,1,19449,-867728.0909,Left1,45,10.10810293,-30.36075363,328.7853739,75693.86233,High,8/6/2024 11:25:08,696,2,1,One
0,T_12,293,781,-21,0,19449,-867728.0909,Left1,-1,7.147508129,51.08687245,2580.250434,101958.8665,High,8/6/2024 11:25:08,696,2,1,One
0,T_13,164,839,-152,10,19449,-867728.0909,Left1,-1,7.147508129,-0.217378307,650.4232397,26825.77086,High,8/6/2024 11:25:08,696,2,1,One
0,T_14,457,878,139,-3,19449,-867728.0909,Right1,-1,57.62505279,49.0996971,1293.698971,103302.0624,High,8/6/2024 11:25:08,696,2,1,One
0,T_15,439,938,129,5,19449,-867728.0909,Right1,180,14.29501626,50.86949414,1293.698971,64323.69151,High,8/6/2024 11:25:08,696,2,1,One
0,T_16,178,988,-134,7,19449,-867728.0909,Left1,-1,0,-51.30425075,1293.698971,68495.95387,High,8/6/2024 11:25:08,696,2,1,One
0,T_17,522,1043,208,14,19449,-867728.0909,Right1,-1,0,0,2580.250434,44673.7121,High,8/6/2024 11:25:08,696,2,1,One
0,T_18,1001,44,-143,-3,19449,-867728.0909,Left2,360,0,0,2580.250434,37778.74964,High,8/6/2024 11:25:08,696,2,1,One
0,T_19,921,110,-225,9,19449,-867728.0909,Left2,-1,10.10810293,72.24774787,2580.250434,12885.90424,High,8/6/2024 11:25:08,696,2,1,One
0,T_20,1014,162,-134,7,19449,-867728.0909,Left2,180,74.62217564,276.8413532,1293.698971,73592.99152,High,8/6/2024 11:25:08,696,2,1,One
0,T_21,1411,203,265,-2,19449,-867728.0909,Right2,-1,15.98231405,11.62521804,1293.698971,67205.16991,High,8/6/2024 11:25:08,696,2,1,One
0,T_22,1252,265,110,6,19449,-867728.0909,Right2,90,7.147508129,51.08687245,650.4232397,23516.4406,High,8/6/2024 11:25:08,696,2,1,One
0,T_23,1178,318,38,9,19449,-867728.0909,Right2,360,50.54051466,2.10898409,2580.250434,44596.81106,High,8/6/2024 11:25:08,696,2,1,One
0,T_24,951,427,-189,12,19449,-867728.0909,Left2,-1,21.44252439,50.65211583,1293.698971,79036.03216,High,8/6/2024 11:25:08,696,2,1,One
0,T_25,1112,475,-36,8,19449,-867728.0909,Left2,-1,7.147508129,51.08687245,2580.250434,28897.66925,High,8/6/2024 11:25:08,696,2,1,One
0,T_26,966,526,-186,5,19449,-867728.0909,Left2,225,10.10810293,-0.30741935,1615.336837,17705.16333,High,8/6/2024 11:25:08,696,2,1,One
0,T_27,1344,581,196,6,19449,-867728.0909,Right2,180,7.147508129,-0.217378307,1293.698971,28553.50898,High,8/6/2024 11:25:08,696,2,1,One
0,T_28,1322,628,178,5,19449,-867728.0909,Right2,-1,0,0,2580.250434,38095.66022,High,8/6/2024 11:25:08,696,2,1,One
0,T_29,1113,685,-33,12,19449,-867728.0909,Left2,270,7.147508129,51.08687245,1936.974703,43542.83914,High,8/6/2024 11:25:08,696,2,1,One
0,T_30,1013,785,-131,0,19449,-867728.0909,Left2,-1,40.43241173,-84.50959178,1293.698971,108672.6934,High,8/6/2024 11:25:08,696,2,1,One
0,T_31,1057,840,-89,5,19449,-867728.0909,Left2,90,7.147508129,51.08687245,650.4232397,62162.89535,High,8/6/2024 11:25:08,696,2,1,One
0,T_32,1074,878,-68,-3,19449,-867728.0909,Left2,-1,45.20481056,250.5465837,2258.612569,111798.2352,High,8/6/2024 11:25:08,696,2,1,One
0,T_33,875,929,-275,0,19449,-867728.0909,Left2,-1,14.29501626,-0.434756614,2580.250434,62548.31496,High,8/6/2024 11:25:08,696,2,1,One
0,T_34,1289,995,143,12,19449,-867728.0909,Right2,-1,0,0,2580.250434,33525.65788,High,8/6/2024 11:25:08,696,2,1,One
0,T_35,1045,1037,-97,-2,19449,-867728.0909,Left2,180,7.147508129,-0.217378307,1293.698971,33698.1832,High,8/6/2024 11:25:08,696,2,1,One
0,T_0,536,46,224,1,19450,-867589.5221,Right1,360,0,0,2605.204057,47902.69313,High,8/6/2024 11:25:08,833,0,1,One
0,T_1,431,103,115,4,19450,-867589.5221,Right1,360,0,0,2605.204057,26921.31405,High,8/6/2024 11:25:08,833,0,1,One
0,T_2,372,151,56,6,19450,-867589.5221,Right1,-1,7.216631738,52.07977364,2605.204057,14890.6967,High,8/6/2024 11:25:08,833,0,1,One
0,T_3,252,202,-64,1,19450,-867589.5221,Left1,-1,7.216631738,0.498839635,2605.204057,17267.29146,High,8/6/2024 11:25:08,833,0,1,One
0,T_4,339,248,23,-9,19450,-867589.5221,Right1,360,0,0,2605.204057,15163.7781,High,8/6/2024 11:25:08,833,0,1,One
0,T_5,537,302,233,-7,19450,-867589.5221,Right1,-1,0,0,2605.204057,40238.85434,High,8/6/2024 11:25:08,833,0,1,One
0,T_6,217,427,-93,10,19450,-867589.5221,Left1,-1,52.53787208,166.472836,2605.204057,89081.22673,High,8/6/2024 11:25:08,833,0,1,One
0,T_7,198,467,-110,-2,19450,-867589.5221,Left1,-1,51.02929239,-7.255256712,2605.204057,93054.60929,High,8/6/2024 11:25:08,833,0,1,One
0,T_8,46,521,-266,0,19450,-867589.5221,Left1,360,0,-51.58093401,2605.204057,40363.72265,High,8/6/2024 11:25:08,833,0,1,One
0,T_9,125,572,-185,1,19450,-867589.5221,Left1,360,16.13687914,-102.3854552,2605.204057,57024.40597,High,8/6/2024 11:25:08,833,0,1,One
0,T_10,278,625,-36,4,19450,-867589.5221,Left1,-1,0,0,2605.204057,64723.50336,High,8/6/2024 11:25:08,833,0,1,One
0,T_11,35,677,-281,2,19450,-867589.5221,Left1,-1,10.20585848,0.705465778,331.96506,75695.27654,High,8/6/2024 11:25:08,833,0,1,One
0,T_12,292,781,-22,0,19450,-867589.5221,Left1,180,7.216631738,0.498839635,1306.210345,101959.8665,High,8/6/2024 11:25:08,833,0,1,One
0,T_13,164,839,-152,10,19450,-867589.5221,Left1,360,0,-51.58093401,2605.204057,26825.77086,High,8/6/2024 11:25:08,833,0,1,One
0,T_14,447,877,129,-4,19450,-867589.5221,Right1,180,72.52625137,107.5364626,1306.210345,103312.1123,High,8/6/2024 11:25:08,833,0,1,One
0,T_15,439,937,129,4,19450,-867589.5221,Right1,-1,7.216631738,-51.08209437,1306.210345,64324.69151,High,8/6/2024 11:25:08,833,0,1,One
0,T_16,174,990,-138,9,19450,-867589.5221,Left1,180,32.27375827,232.9078282,1306.210345,68500.426,High,8/6/2024 11:25:08,833,0,1,One
0,T_17,521,1043,207,14,19450,-867589.5221,Right1,180,7.216631738,52.07977364,1306.210345,44674.7121,High,8/6/2024 11:25:08,833,0,1,One
0,T_18,1001,44,-143,-3,19450,-867589.5221,Left2,-1,0,0,2605.204057,37778.74964,High,8/6/2024 11:25:08,833,0,1,One
0,T_19,921,111,-225,10,19450,-867589.5221,Left2,90,7.216631738,-20.86668279,656.7134882,12886.90424,High,8/6/2024 11:25:08,833,0,1,One
0,T_20,998,160,-150,5,19450,-867589.5221,Left2,-1,116.3646903,301.2403561,1306.210345,73609.11603,High,8/6/2024 11:25:08,833,0,1,One
0,T_21,1410,208,264,3,19450,-867589.5221,Right2,101.3099325,36.79774606,150.2173073,738.3331058,67210.26893,High,8/6/2024 11:25:08,833,0,1,One
0,T_22,1253,265,111,6,19450,-867589.5221,Right2,-1,7.216631738,0.498839635,656.7134882,23517.4406,High,8/6/2024 11:25:08,833,0,1,One
0,T_23,1187,317,47,8,19450,-867589.5221,Right2,-1,65.34937979,106.8701261,2605.204057,44605.86644,High,8/6/2024 11:25:08,833,0,1,One
0,T_24,951,425,-189,10,19450,-867589.5221,Left2,270,14.43326348,-50.58325474,1955.707201,79038.03216,High,8/6/2024 11:25:08,833,0,1,One
0,T_25,1112,475,-36,8,19450,-867589.5221,Left2,360,0,-51.58093401,2605.204057,28897.66925,High,8/6/2024 11:25:08,833,0,1,One
0,T_26,967,527,-185,6,19450,-867589.5221,Left2,-1,10.20585848,0.705465778,1630.958773,17706.57755,High,8/6/2024 11:25:08,833,0,1,One
0,T_27,1345,581,197,6,19450,-867589.5221,Right2,-1,7.216631738,0.498839635,1306.210345,28554.50898,High,8/6/2024 11:25:08,833,0,1,One
0,T_28,1322,628,178,5,19450,-867589.5221,Right2,360,0,0,2605.204057,38095.66022,High,8/6/2024 11:25:08,833,0,1,One
0,T_29,1113,686,-33,13,19450,-867589.5221,Left2,-1,7.216631738,0.498839635,1955.707201,43543.83914,High,8/6/2024 11:25:08,834,0,1,One
0,T_30,1008,789,-136,4,19450,-867589.5221,Left2,180,46.2089896,41.68743516,1306.210345,108679.0965,High,8/6/2024 11:25:08,834,0,1,One
0,T_31,1057,840,-89,5,19450,-867589.5221,Left2,-1,0,-51.58093401,656.7134882,62162.89535,High,8/6/2024 11:25:08,834,0,1,One
0,T_32,1086,877,-56,-4,19450,-867589.5221,Left2,360,86.89975362,300.8970494,2605.204057,111810.2768,High,8/6/2024 11:25:08,834,0,1,One
0,T_33,878,926,-272,-3,19450,-867589.5221,Left2,315,30.61757544,117.7938986,2280.455629,62552.5576,High,8/6/2024 11:25:08,834,0,1,One
0,T_34,1289,995,143,12,19450,-867589.5221,Right2,360,0,0,2605.204057,33525.65788,High,8/6/2024 11:25:08,834,0,1,One
0,T_35,1046,1037,-96,-2,19450,-867589.5221,Left2,-1,7.216631738,0.498839635,1306.210345,33699.1832,High,8/6/2024 11:25:08,834,0,1,One
0,T_0,536,46,224,1,19451,-867451.8901,Right1,-1,0,0,2622.936526,47902.69313,High,8/6/2024 11:25:08,971,0,1,One
0,T_1,431,103,115,4,19451,-867451.8901,Right1,-1,0,0,2622.936526,26921.31405,High,8/6/2024 11:25:08,971,0,1,One
0,T_2,372,151,56,6,19451,-867451.8901,Right1,360,0,-52.43425757,2622.936526,14890.6967,High,8/6/2024 11:25:08,971,0,1,One
0,T_3,252,202,-64,1,19451,-867451.8901,Left1,360,0,-52.43425757,2622.936526,17267.29146,High,8/6/2024 11:25:08,971,0,1,One
0,T_4,339,248,23,-9,19451,-867451.8901,Right1,-1,0,0,2622.936526,15163.7781,High,8/6/2024 11:25:08,971,0,1,One
0,T_5,537,302,233,-7,19451,-867451.8901,Right1,360,0,0,2622.936526,40238.85434,High,8/6/2024 11:25:08,971,0,1,One
0,T_6,220,427,-90,10,19451,-867451.8901,Left1,360,21.79725645,-223.3536941,2622.936526,89084.22673,High,8/6/2024 11:25:08,971,0,1,One
0,T_7,202,465,-106,-4,19451,-867451.8901,Left1,360,32.49343143,-134.6769716,2622.936526,93059.08143,High,8/6/2024 11:25:08,971,0,1,One
0,T_8,46,521,-266,0,19451,-867451.8901,Left1,-1,0,0,2622.936526,40363.72265,High,8/6/2024 11:25:08,971,0,1,One
0,T_9,124,569,-186,-2,19451,-867451.8901,Left1,-1,22.97632571,49.69372366,2622.936526,57027.56825,High,8/6/2024 11:25:08,971,0,1,One
0,T_10,278,625,-36,4,19451,-867451.8901,Left1,360,0,0,2622.936526,64723.50336,High,8/6/2024 11:25:08,971,0,1,One
0,T_11,37,677,-279,2,19451,-867451.8901,Left1,360,14.5315043,31.42907044,2622.936526,75697.27654,High,8/6/2024 11:25:08,971,0,1,One
0,T_12,293,781,-21,0,19451,-867451.8901,Left1,-1,7.265752151,0.356896743,1315.101139,101960.8665,High,8/6/2024 11:25:08,971,0,1,One
0,T_13,164,839,-152,10,19451,-867451.8901,Left1,-1,0,0,2622.936526,26825.77086,High,8/6/2024 11:25:08,971,0,1,One
0,T_14,443,877,125,-4,19451,-867451.8901,Right1,-1,29.0630086,-315.7931496,1315.101139,103316.1123,High,8/6/2024 11:25:08,971,0,1,One
0,T_15,439,937,129,4,19451,-867451.8901,Right1,360,0,-52.43425757,2622.936526,64324.69151,High,8/6/2024 11:25:08,971,0,1,One
0,T_16,174,989,-138,8,19451,-867451.8901,Left1,-1,7.265752151,-181.7019742,1315.101139,68501.426,High,8/6/2024 11:25:08,971,0,1,One
0,T_17,521,1043,207,14,19451,-867451.8901,Right1,-1,0,-52.43425757,1315.101139,44674.7121,High,8/6/2024 11:25:08,971,0,1,One
0,T_18,1001,44,-143,-3,19451,-867451.8901,Left2,360,0,0,2622.936526,37778.74964,High,8/6/2024 11:25:08,971,0,1,One
0,T_19,922,111,-224,10,19451,-867451.8901,Left2,-1,7.265752151,0.356896743,661.1834457,12887.90424,High,8/6/2024 11:25:08,971,0,1,One
0,T_20,981,158,-167,3,19451,-867451.8901,Left2,180,124.3696435,58.16200567,1315.101139,73626.23328,High,8/6/2024 11:25:08,971,0,1,One
0,T_21,1406,209,260,4,19451,-867451.8901,Right2,-1,29.95746357,-49.6997972,743.3586119,67214.39203,High,8/6/2024 11:25:08,971,0,1,One
0,T_22,1251,264,109,5,19451,-867451.8901,Right2,180,16.24671572,65.61035209,1315.101139,23519.67667,High,8/6/2024 11:25:08,971,0,1,One
0,T_23,1194,314,54,5,19451,-867451.8901,Right2,360,55.33431982,-72.76694349,2622.936526,44613.48222,High,8/6/2024 11:25:08,971,0,1,One
0,T_24,949,426,-191,11,19451,-867451.8901,Left2,-1,16.24671572,13.17609451,1969.018833,79040.26823,High,8/6/2024 11:25:08,971,0,1,One
0,T_25,1112,475,-36,8,19451,-867451.8901,Left2,-1,0,0,2622.936526,28897.66925,High,8/6/2024 11:25:08,971,0,1,One
0,T_26,967,526,-185,5,19451,-867451.8901,Left2,270,7.265752151,-21.36208388,1969.018833,17707.57755,High,8/6/2024 11:25:08,971,0,1,One
0,T_27,1345,581,197,6,19451,-867451.8901,Right2,360,0,-52.43425757,2622.936526,28554.50898,High,8/6/2024 11:25:08,971,0,1,One
0,T_28,1322,628,178,5,19451,-867451.8901,Right2,-1,0,0,2622.936526,38095.66022,High,8/6/2024 11:25:08,971,0,1,One
0,T_29,1113,685,-33,12,19451,-867451.8901,Left2,270,7.265752151,0.356896743,1969.018833,43544.83914,High,8/6/2024 11:25:08,972,0,1,One
0,T_30,1004,791,-140,6,19451,-867451.8901,Left2,-1,32.49343143,-99.65384621,1315.101139,108683.5686,High,8/6/2024 11:25:08,972,0,1,One
0,T_31,1057,840,-89,5,19451,-867451.8901,Left2,360,0,0,2622.936526,62162.89535,High,8/6/2024 11:25:08,972,0,1,One
0,T_32,1098,877,-44,-4,19451,-867451.8901,Left2,-1,87.18902581,2.101780055,2622.936526,111822.2768,High,8/6/2024 11:25:08,972,0,1,One
0,T_33,878,925,-272,-4,19451,-867451.8901,Left2,-1,7.265752151,-169.6685603,2295.97768,62553.5576,High,8/6/2024 11:25:08,972,0,1,One
0,T_34,1289,995,143,12,19451,-867451.8901,Right2,-1,0,0,2622.936526,33525.65788,High,8/6/2024 11:25:08,972,0,1,One
0,T_35,1045,1037,-97,-2,19451,-867451.8901,Left2,180,7.265752151,0.356896743,1315.101139,33700.1832,High,8/6/2024 11:25:08,972,0,1,One
