ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType,ClosestNeighbor
1,R6,1416,1040,133,124,29177,3681439.637,None,-1,0,0,0,55253.12405,NotFound,11/13/2024 12:32:15,32,0,0,None,-1
0,L1,97,59,-41,-122,29178,3681564.617,None,360,0,-64.02663246,2888.459843,91667.97331,High,11/13/2024 12:32:15,157,0,1,One,234.763711
1,L1,262,226,124,45,29178,3681564.617,None,315,22.63101986,90.52965433,2528.402522,104943.5319,High,11/13/2024 12:32:15,157,0,1,One,234.763711
0,L2,488,238,43,55,29178,3681564.617,None,360,0,0,2888.459843,67904.41796,High,11/13/2024 12:32:15,157,0,1,One,185.2349859
1,L2,374,92,-71,-91,29178,3681564.617,None,-1,104.3238468,-24.2837526,1448.230558,72581.98482,High,11/13/2024 12:32:15,157,0,1,One,185.2349859
0,L3,116,421,-28,-134,29178,3681564.617,None,135,28.84900296,87.66086911,1088.173237,137071.8215,High,11/13/2024 12:32:15,157,0,1,One,177.5302791
1,L3,15,567,-129,12,29178,3681564.617,None,-1,32.99009703,33.11149277,2528.402522,125873.6101,High,11/13/2024 12:32:15,157,0,1,One,177.5302791
0,L4,389,576,-61,17,29178,3681564.617,None,360,17.89139213,79.12729468,2888.459843,65932.04959,High,11/13/2024 12:32:15,157,0,1,One,140.5275774
1,L4,447,448,-3,-111,29178,3681564.617,None,360,0,0,2888.459843,68522.52738,High,11/13/2024 12:32:15,157,0,1,One,140.5275774
0,L5,212,787,68,-135,29178,3681564.617,None,-1,0,0,2888.459843,91158.62994,High,11/13/2024 12:32:15,157,0,1,One,259.023165
1,L5,14,954,-130,32,29178,3681564.617,None,243.4349488,43.08817809,-245.5360738,1955.790952,96609.17411,High,11/13/2024 12:32:15,157,0,1,One,259.023165
0,L6,342,1044,-108,123,29178,3681564.617,None,-1,25.3022494,-117.682937,728.1159161,119909.6861,High,11/13/2024 12:32:15,157,0,1,One,197.010152
1,L6,539,1046,89,125,29178,3681564.617,None,180,25.3022494,-202.4897537,1448.230558,104184.5528,High,11/13/2024 12:32:15,157,0,1,One,197.010152
0,R1,875,43,-105,-138,29178,3681564.617,None,-1,0,0,0,19849.34189,NotFound,11/13/2024 12:32:15,157,0,0,None,-1
1,R1,872,46,-108,-135,29178,3681564.617,None,360,0,0,2888.459843,20701.76241,High,11/13/2024 12:32:15,157,0,1,One,-1
0,R2,1358,32,69,-147,29178,3681564.617,None,180,8.001273803,64.02038247,1448.230558,25752.82931,High,11/13/2024 12:32:15,157,0,1,One,142.5061402
1,R2,1216,44,-73,-135,29178,3681564.617,None,-1,8.001273803,64.02038247,2888.459843,22633.07758,High,11/13/2024 12:32:15,157,0,1,One,142.5061402
0,R3,1104,429,129,-123,29178,3681564.617,None,360,0,0,2888.459843,19294.53232,High,11/13/2024 12:32:15,157,0,1,One,-1
1,R3,1109,446,134,-106,29178,3681564.617,None,-1,0,0,0,41629.46106,NotFound,11/13/2024 12:32:15,157,0,0,None,-1
0,R4,1419,432,131,-119,29178,3681564.617,None,360,0,0,2888.459843,30705.91463,High,11/13/2024 12:32:15,157,0,1,One,54.45181356
1,R4,1412,486,124,-65,29178,3681564.617,None,45,11.31550993,90.53849315,368.0585949,20936.18581,High,11/13/2024 12:32:15,157,0,1,One,54.45181356
0,R5,1073,1043,96,129,29178,3681564.617,None,-1,0,0,2888.459843,23645.95761,High,11/13/2024 12:32:15,157,0,1,One,-1
1,R5,1088,1046,111,132,29178,3681564.617,None,-1,0,0,0,24044.04607,NotFound,11/13/2024 12:32:15,157,0,0,None,-1
0,R6,1399,1049,116,133,29178,3681564.617,None,-1,64.50833171,-56.52278562,2888.459843,60634.90549,High,11/13/2024 12:32:15,157,0,1,One,19.23538406
1,R6,1416,1040,133,124,29178,3681564.617,None,360,0,0,2888.459843,55253.12405,High,11/13/2024 12:32:15,157,0,1,One,19.23538406
0,L1,97,59,-41,-122,29179,3681689.572,None,-1,0,0,2889.028494,91667.97331,High,11/13/2024 12:32:15,282,0,1,One,234.0534127
1,L1,263,224,125,43,29179,3681689.572,None,-1,17.89491441,-37.90233681,2528.900289,104945.7679,High,11/13/2024 12:32:15,282,0,1,One,234.0534127
0,L2,488,238,43,55,29179,3681689.572,None,-1,0,0,2889.028494,67904.41796,High,11/13/2024 12:32:15,282,0,1,One,188.9576672
1,L2,360,99,-85,-84,29179,3681689.572,None,180,125.2644009,167.5840922,1448.515672,72597.63729,High,11/13/2024 12:32:15,282,0,1,One,188.9576672
